Title,Reviews,Review_Points,Address,Website,Phone,latitude,longitude,Category
CafÃÂ© Symphony,2 reviews,4.0,"Shop no.12, Al-Karam Plaza, F-11 Markaz, Hillal RdÃÂ F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",facebook.com,092 51 2224227,33.6846419,72.9861956,Cafe
Cafe Havana F-11 Markaz,8 reviews,4.3,"MXMQ+5G9, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 305 8663088,33.6829177,72.9888695,Cafe
Kitchen Kraft,4 reviews,5.0,"Ground floor, Select, St 1, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6849934,72.9884571,Cafe
The electro house,25 reviews,4.8,"Main F11 markaz rd, F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 300 3532876,33.6840382,72.9862971,Cafe
OD2D Cafe One Dollar 2 Dollar Cafe,35 reviews,3.6,"Street 73, next to Tariq Heights, F-11/1 F 11/1 F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2111112,33.6803786,72.9878607,Cafe
Passion Cafe,18 reviews,4.0,"Hilal Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",facebook.com,092 51 2228033,33.683343,72.9878076,Cafe
The Meet Hub,17 reviews,4.7,"Select One Plaza, Second Floor, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 309 6338956,33.6846163,72.9884529,Cafe
Chai O'Clock F11,111 reviews,4.0,"Shop 14, Sardar Plaza, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 46000, Pakistan",facebook.com,092 51 4718207,33.6836237,72.987143!,Other
CafÃÂ© Garage,549 reviews,4.2,"4 Main Margalla Rd, Golra E-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,Add place's phone number,33.6936084,72.9838704,Cafe
Saraiki Food Point,5 reviews,4.4,"Plot 17, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6832162,72.9884165,Cafe
Quetta Burning Cafe,7 reviews,4.9,"MXMQ+766, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 306 2287042,33.6831532,72.9880038,Pakistani restaurant
Classic Rock Coffee,1 review,5.0,"MXMP+VH2, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6846253,72.9863775,Cafe
QUETTA TEA BAR,11 reviews,4.1,"in front of OLYMPUS Mall, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 308 3977363,33.6837585,72.9874599,Cafe
Mohen Jo Daro Cafe,10 reviews,4.9,"Bizzon Plaza, Shop #16, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 331 0440557,33.6833702,72.9878768,Pakistani restaurant
Smokey Midnite,1 review,4.0,"Islamabad Model College For Boys, Street 48, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 333 3766603,33.683343,72.9878076,Cafe
Lordz Cafe,4 reviews,5.0,"Plot 19, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2224232,33.6834682,72.9877527,Pakistani restaurant
Drop out shisha caffe,27 reviews,4.5,"23 Street 3, Pakistan Medical Co-operative Housing Society PMCHS E 11/2 E-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 300 1520270,33.6961849,72.9678569,Cafe
MKS - ShirYakh (ice-cream) Spot & Juice Bar,2 reviews,4.5,"MXMQ+F44, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 316 5186663,33.6836355,72.9878392,Cafe
Mocca,8 reviews,4.0,"38-Paris PlazaÃÂ, Mehr Ali Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",m.facebook.com,092 51 8434480,33.6851677,72.9880676,Pakistani restaurant
Maroof Afghani Burger,7 reviews,5.0,"Bizzon Plaza, Hilal Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 335 5855584,33.6832283,72.9877871,Cafe
Al-Basrah Lounge,81 reviews,4.2,"Basement bank square building, Mehr Ali Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 46300, Pakistan",Add website,092 311 5256052,33.6848183,72.9891863,Cafe
The Street One Kitchen,3 reviews,5.0,"Street: 1, F-11/1 F 11/1 F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 2700180,33.6741646,72.9864119,Other
Quetta Student Cafe & Biryani Center,4 reviews,4.0,"F11-1, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6836178,72.9872381,Pakistani restaurant
Toast'd Cafe And Bakery,10 reviews,3.5,"MXMR+469, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 336 5377026,33.6827858,72.9906014,Other
Breakers Snooker & Cafe,293 reviews,4.5,"Mehr Ali Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 8431339,33.6846702,72.9885075,Cafe
Meethay Madni bachon ka Deraa,48 reviews,4.5,"Methay,Madni,Bachon,KA,Dera416, Service Rd W, F-11/1 F 11/1 F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6723037,72.9846337,Cafe
Chailogue,291 reviews,4.4,"Khalid Bin Waleed Rd, Services Society SCHS E 11/3 E-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",chailogue.pk,092 310 5555190,33.699871,72.9727935,Pakistani restaurant
Al Madinah Hotel,37 reviews,4.4,"Service Rd W, F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6721578,72.9844522,Other
Kim's coffee f-11markaz,1 review,5.0,"F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",business.site,092 333 3984888,33.6831875,72.9905625,Coffee shop
Boom Boom Hot n Spicy,3 reviews,4.7,"shop no 4 fazal arcade near shaheen chemist, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2111171,33.6833703,72.9887802,Pakistani restaurant
Vape360,33 reviews,4.9,"Shop no 18 first floor liberty square plaza, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 334 1993468,33.6840814,72.9862915,Cafe
Food Point,16 reviews,4.4,"Trade Centre, Plot 18, Hilal Rd S, F-11 Markaz, F-11, F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,Add place's phone number,33.6831066,72.9882499,Pakistani restaurant
Manolo Gelato Head Office,27 reviews,4.6,"Mehr Ali Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",manolo.com.pk,092 51 2228177,33.6846708,72.9884277,Pakistani restaurant
Tandoori Junction,1 review,4.0,"Plot 19, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 335 9432650,33.6834698,72.9877487,Pakistani restaurant
Red X Cafe,18 reviews,4.6,"The Onyx, Plot 28-29, Affiliated Commercial Area, E-11/2ÃÂ, 88 Street 88, Islamabad, 44000, Pakistan",Add website,092 340 5349321,33.7013399,72.9681158,Cafe
CAFE DE NORTH,18 reviews,4.4,"Shop # 11 Lower Ground Al Hameed Plaza, Islamabad, 44000, Pakistan",facebook.com,092 331 6363777,33.6698152,72.9994182,Fast food restaurant
HAMZA tastey point,1 review,5.0,"trade Center, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 331 9014272,33.6831467,72.988025!,Pakistani restaurant
Rio Restaurant,3 reviews,3.3,"Hilal Rd N, F-11 Markaz, F-11, Islamabad, ICT, Pakistan",Add website,Add place's phone number,33.68326,72.98772!1,Pakistani restaurant
Quetta Arsalan Student Cafe,10 reviews,3.7,"MX9X+G9C, G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 300 3851535,33.668822,72.9983857,Pakistani restaurant
diva,2 reviews,3.5,"Mehr Ali Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 331 9304032,33.6849311,72.988399!,Pakistani restaurant
Khoka Khola,28 reviews,4.3,"F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 42000, Pakistan",Add website,092 51 8898929,33.6845522,72.9883842,Pakistani restaurant
Havana Terraces,34 reviews,4.5,"MXV9+WWW, MPCHS E-11/1 MPCHS E 11/1 E-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2304846,33.6948427,72.9697858,Pakistani restaurant
Quetta Green Cafe,158 reviews,4.2,"MPCHS E-11/3 MPCHS E 11/3 E-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 335 1925175,33.7036571,72.9792051,Pakistani restaurant
Akhtar's Dhaaba,7 reviews,3.7,"Street 20, F-11/2 F 11/2 F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6832101,72.9810225,Pakistani restaurant
Chaye Ghar Islamabad,4 reviews,4.0,"Main Double Rd, FECHS E 11/2 E-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 2307422,33.6970123,72.969573!,Pakistani restaurant
Sarang Sindhi Cuisine,943 reviews,4.2,"Shop No # 1 & 2, Fazal Arcade PlazaÃÂ near Shaheen ChemistÃÂ F-11 Markaz Islamabad, 44000, Pakistan",sarangsindhicuisine.com,092 51 2212525,33.6834754,72.9887313,Pakistani restaurant
Abbasi Hotel & Restaurant,78 reviews,4.3,"Main Service Golra Rd, Maria Jaffar, F-12, F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 302 4775611,33.6755113,72.9818736,Pakistani restaurant
Jeddah Restaurant & Naan Centre,7 reviews,4.0,"Fazal Arcade, Hilal Rd S, F-11 Markaz, F-11, F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 2228053,33.6834826,72.9885047,Pakistani restaurant
Quetta Tea Point,13 reviews,4.0,"MXMQ+9F4, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 302 2651590,33.6833769,72.9887062,Pakistani restaurant
Shakespeare Express,1 review,5.0,"Executive Suits, Hilal Rd, F-11/1 F 11/1 F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 341 5114541,33.6820985,72.9912274,Pakistani restaurant
Khan Cold Corner,4 reviews,3.8,"MXPQ+829, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6857913,72.9876018,Pakistani restaurant
Al-Madina Restaurant,23 reviews,4.3,"Main Service Golra Rd, Maria Jaffar, F-12, F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 333 5147579,33.6734012,72.9834745,Pakistani restaurant
Route 11 CafÃÂ© & Grill.,13 reviews,4.4,"Service Rd E, NPF E 11/4 E-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 315 6632311,33.6993216,72.9862879,Pakistani restaurant
Funky Bake,463 reviews,4.4,"Hilal Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2100519,33.684551,72.9864679,Bakery
Nocciola Chocolaterie,52 reviews,4.5,"Liberty Square Plaza, F-11 MarkazÃÂ F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 2100070,33.684139,72.986322!,Other
Sheikh Shack,6 reviews,4.2,"Plot 23, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6845972,72.9879351,Pakistani restaurant
Chick n Rice Restaurant,8 reviews,4.3,"MXMQ+94F, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2111777,33.683447,72.9877886,Pakistani restaurant
Dubai Shawerma,2 reviews,4.0,"MXMP+VH2, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 333 9422500,33.6846253,72.9863775,Pakistani restaurant
Khyber Agency,29 reviews,4.2,"MXPV+473, F 11/4 F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 331 4455773,33.6852036,72.9930588,Pakistani restaurant
The Pakistani,1 review,5.0,"Capital TerritoryÃÂ F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 8731747,33.6834989,72.9876707,Pakistani restaurant
Quetta singapore hotel,12 reviews,3.7,"Main Double Rd, PMCHS E 11/3 E-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 334 5713463,33.6967379,72.9691187,Pakistani restaurant
Burger Rowra,8 reviews,3.8,"Shop # 15, Ground Floor, Select 1 Plaza, behind Olympus Mall, F-11 Markaz Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 333 0522242,33.6843312,72.9884995,Pakistani restaurant
Khyber Namkeen,183 reviews,4.2,"MXMQ+94H, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 346 9804830,33.6834288,72.987855!,Pakistani restaurant
Quetta Gold Cup Cafe,29 reviews,4.5,"PW2X+CRX, D-12 Markaz D 12 Markaz D-12, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 300 3737701,33.7011112,72.9496055,Pakistani restaurant
La SantÃÂ© by Gritfit,2 reviews,5.0,"gritfit studio, 2nd Floor, Al Karam Plaza, Hilal Road (within, F-11 Markaz Islamabad, 44000, Pakistan",foodpanda.pk,092 345 5129994,33.6845137,72.9861611,Other
nadyaz kitchen,8 reviews,4.8,"8J5JMXQP+97 nadyaz kitchen, Street 35, F-11/3 F 11/3 F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",nadyaz.pk,092 321 2102728,33.6883081,72.9856663,Pakistani restaurant
Baskin Robbins,98 reviews,4.3,"Hilal Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 304 1112731,33.6839554,72.9865238,Ice cream shop
Bobo's - Feast of Flavours,11 reviews,4.0,"Apartment # 7, Block, E-21 Street 97, G-11/3 G 11/3 G-11, Islamabad, Islamabad Capital Territory, Pakistan",bobos.business.site,092 333 2826267,33.6708412,72.9957046,Pakistani restaurant
Wrap Hub,26 reviews,4.5,"Shabbir Sharif Road, G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 317 5555161,33.6687472,72.999135!,Fast food restaurant
Burger Fest,15 reviews,4.1,"Ghaffar Mall, G-11 Markaz Islamabad, Pakistan",Add website,092 51 2741873,33.6685274,72.9991087,Fast food restaurant
Rapido,16 reviews,4.5,"al ghaffar mall shop 31 32 ground floor, G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 336 5464893,33.6688243,72.9982763,Fast food restaurant
imfoods7,1 review,5.0,"Shop 1, Block 2-E, 4 Chaudhary Market, MPCHS E 11/1 I-9, Islamabad, Islamabad Capital Territory 44000, Pakistan",imfoods7.business.site,Add place's phone number,33.6946765,72.9723259,Fast food restaurant
Chinese Hut,7 reviews,5.0,"Street No1, Al-Meher Colony Golra E-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",business.site,092 51 2225734,33.6918936,72.980969!,Fast food restaurant
Tokyo Street Fast Food,3 reviews,3.7,"Tokyo Street, Tower 10, Shop no, 1, E 11/1 Islamabad, 44000, Pakistan",Add website,092 301 8648195,33.6946045,72.9706725,Fast food restaurant
Grill House E-11,8 reviews,5.0,"MXVC+W2 Grill House E-11, Shop No 4 Basement, Multi Arcade, MPCHS E-11/1 Islamabad, 45200, Pakistan",e11grillhouse.business.site,092 309 5929039,33.6947953,72.9700504,Fast food restaurant
Grill House,87 reviews,3.5,"Al Ghaffar Mall shopÃÂ Street Number 49, G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 343 8319229,33.668414,72.9987203,Fast food restaurant
Ali Baba Foods,401 reviews,3.9,"G-11 Markaz, G-11, Islamabad, ICT, Pakistan",Add website,092 51 2363332,33.6695818,72.9989674,Pakistani restaurant
Crispy & Krunchy Fast Food,3 reviews,4.0,"Unnamed Road, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 303 9305683,33.6704599,72.9835892,Fast food restaurant
WW Afghani Burger,10 reviews,4.8,"Sachal Sarmast Road, G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory 46000, Pakistan",Add website,092 321 5254773,33.669276,72.9974745,Fast food restaurant
Chaska Point Paratha Roll & Shawarma,3 reviews,3.3,"Shop B-45 silver city plaza, G-11 Markaz Islamabad, 44000, Pakistan",Add website,092 304 1771515,33.6691861,72.9982603,Fast food restaurant
Ovenza,23 reviews,4.1,"shop No 6, Emaan Archade Main double Road E-11/2ÃÂ PMCHS E 11/2 E-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 2305556,33.6961449,72.967887!,Fast food restaurant
Hot Gear,4 reviews,4.0,"Al Hameed Mall, G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 336 5536799,33.6702677,72.9994172,Pakistani restaurant
Silver Bistro,6 reviews,4.3,"Basement Near Rahat BakersÃÂ G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2361210,33.6682969,72.9966498,Fast food restaurant
CRISPY BROAST,635 reviews,4.0,"Shop#12 shahnawaz plaza, G-11 Markaz Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 2360997,33.6684425,72.9974528,Chicken restaurant
Hot N Crunchy,11 reviews,3.9,"Main double road National Police foundation SocietyÃÂ FECHS E 11/2 E-11, Islamabad, Islamabad Capital Territory 46000, Pakistan",Add website,092 324 5492920,33.6979751,72.9712536,Fast food restaurant
Yummy Delights,34 reviews,4.5,"shop no. 7&8, paradise arcade, SCHS E 11/3 E-11, Islamabad, Islamabad Capital Territory 45000, Pakistan",Add website,092 51 2163203,33.6999558,72.973291!,Pakistani restaurant
Burger Fest E-11/2,5 reviews,4.6,"Shop no 8 lower ground Paradise Arcade E-11/2 Markaz, near Najeeb Pharmacy, Islamabad, 46000, Pakistan",Add website,092 333 7971414,33.7000379,72.973156!,Fast food restaurant
HOT N SPICY,119 reviews,4.7,"E.11.2 Markaz, MPCHS E 11/3 E-11, Islamabad, Islamabad Capital Territory, Pakistan",wwhotnspicy.com.pk,092 336 3335104,33.6996139,72.9741221,Pakistani restaurant
Versace Cafe,8 reviews,4.1,"Ace Arcade 5th floor Strip FECHS E11/ 2, Islamabad, 44000, Pakistan",Add website,092 343 5520786,33.7020783,72.9682821,Fast food restaurant
Pasta Xpress,19 reviews,5.0,"Street 94, G-11/3 G 11/3 G-11, Islamabad, Islamabad Capital Territory, Pakistan",pastaxpress.com.pk,092 51 2362064,33.673512,72.9968033,Pakistani restaurant
Sarang Sindhi Cuisine,25 reviews,4.3,"Shop No. 22 Al-Ghafar Mall, G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",facebook.com,092 51 2363499,33.6685148,72.9985627,Pakistani restaurant
Jhakaas,15 reviews,4.1,"30 Street 3, NPF E 11/4 E-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 331 5425227,33.6992809,72.9861521,Pakistani restaurant
Burgers of Wasseypur,59 reviews,4.0,"shop# 1 , Basement, Royal Suites Plaza, Main Double Rd, Islamabad, Pakistan",facebook.com,092 51 2307487,33.6991696,72.9738091,Pakistani restaurant
Karachi Biryani and BBQ Restaurant,"1,501 reviews",4.0,"Main Double Rd, Services Society SCHS E 11/3 E-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2304960,33.6992241,72.9740098,Pakistani restaurant
Central Perk,117 reviews,4.6,"1st FloorFloor, Awan Market, opp. Meraj Plaza, Main Golra Road, near G-11, Signal, Islamabad, Pakistan",Add website,092 51 2300421,33.6594899,72.9943465,Pakistani restaurant
PIZZA BEATS,15 reviews,4.8,"Shop no 4 &5 , Zeeshan arcade , Mughal Market , St#49, G-13/2 Islamabad, Pakistan",Add website,092 333 4631591,33.6511639,72.9528877,Fast food restaurant
Parha Likha Aalo,19 reviews,4.8,"Street 11, G-11/1 G 11/1 G-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.664839,72.9953206,Pakistani restaurant
The Works,8 reviews,3.8,"PX3J+M4W, MPCHS E-11/3 MPCHS E 11/2 E-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 8496757,33.7042263,72.9803263,Pakistani restaurant
Hot n Spicy Chinese Cuisine,43 reviews,3.9,"Ground Floor, Silver City Plaza, G-11 Markaz Islamabad, Pakistan",Add website,092 313 7663513,33.668479,72.9966654,Other
Lahori Restaurant & Naan Centre,104 reviews,4.0,"Plaza 14, Shop 7-8, Near Tooba Masjid, E-11-3, E-11, MPCHS E 11/3 E-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 5857763,33.7042295,72.9792991,Pakistani restaurant
Buland place,7 reviews,4.9,"Shop#3,Ground Floor,Black Lounge Plaza, MPCHS E 11/2 E-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",buland-place.business.site,092 333 9571037,33.7038423,72.9793896,Pakistani restaurant
Saltillo,40 reviews,4.9,"PX3H+GR3, MPCHS E-11/3 MPCHS E 11/3 E-11, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7037882,72.9795781,Fast food restaurant
